GameDate,Stadium,Status,StartTime,HomeTeam,AwayTeam,HomeScore,AwayScore,HomePitcher,AwayPitcher,WinPitcher,SavePitcher,LosePitcher
20250821,수원,경기예정,18:30,KT,SSG,,,,,,,
20250821,광주,경기예정,18:30,KIA,키움,,,,,,,
20250821,대전(신),경기예정,18:30,한화,두산,,,,,,,
20250822,잠실,경기예정,18:30,두산,KT,,,,,,,
20250822,대구,경기예정,18:30,삼성,키움,,,,,,,
20250822,창원,경기예정,18:30,NC,롯데,,,,,,,
20250822,광주,경기예정,18:30,KIA,LG,,,,,,,
20250822,대전(신),경기예정,18:30,한화,SSG,,,,,,,
20250823,잠실,경기예정,18:00,두산,KT,,,,,,,
20250823,대구,경기예정,18:00,삼성,키움,,,,,,,
20250823,창원,경기예정,18:00,NC,롯데,,,,,,,
20250823,광주,경기예정,18:00,KIA,LG,,,,,,,
20250823,대전(신),경기예정,18:00,한화,SSG,,,,,,,
20250824,잠실,경기예정,18:00,두산,KT,,,,,,,
20250824,대구,경기예정,18:00,삼성,키움,,,,,,,
20250824,창원,경기예정,18:00,NC,롯데,,,,,,,
20250824,광주,경기예정,18:00,KIA,LG,,,,,,,
20250824,대전(신),경기예정,18:00,한화,SSG,,,,,,,
20250826,잠실,경기예정,18:30,두산,삼성,,,,,,,
20250826,문학,경기예정,18:30,SSG,KIA,,,,,,,
20250826,사직,경기예정,18:30,롯데,KT,,,,,,,
20250826,창원,경기예정,18:30,NC,LG,,,,,,,
20250826,고척,경기예정,18:30,키움,한화,,,,,,,
20250827,잠실,경기예정,18:30,두산,삼성,,,,,,,
20250827,문학,경기예정,18:30,SSG,KIA,,,,,,,
20250827,사직,경기예정,18:30,롯데,KT,,,,,,,
20250827,창원,경기예정,18:30,NC,LG,,,,,,,
20250827,고척,경기예정,18:30,키움,한화,,,,,,,
20250828,잠실,경기예정,18:30,두산,삼성,,,,,,,
20250828,문학,경기예정,18:30,SSG,KIA,,,,,,,
20250828,사직,경기예정,18:30,롯데,KT,,,,,,,
20250828,창원,경기예정,18:30,NC,LG,,,,,,,
20250828,고척,경기예정,18:30,키움,한화,,,,,,,
20250829,잠실,경기예정,18:30,LG,키움,,,,,,,
20250829,문학,경기예정,18:30,SSG,NC,,,,,,,
20250829,사직,경기예정,18:30,롯데,두산,,,,,,,
20250829,수원,경기예정,18:30,KT,KIA,,,,,,,
20250829,대전(신),경기예정,18:30,한화,삼성,,,,,,,
20250830,잠실,경기예정,18:00,LG,키움,,,,,,,
20250830,문학,경기예정,18:00,SSG,NC,,,,,,,
20250830,사직,경기예정,18:00,롯데,두산,,,,,,,
20250830,수원,경기예정,18:00,KT,KIA,,,,,,,
20250830,대전(신),경기예정,18:00,한화,삼성,,,,,,,
20250831,잠실,경기예정,18:00,LG,키움,,,,,,,
20250831,문학,경기예정,18:00,SSG,NC,,,,,,,
20250831,사직,경기예정,18:00,롯데,두산,,,,,,,
20250831,수원,경기예정,18:00,KT,KIA,,,,,,,
20250831,대전(신),경기예정,18:00,한화,삼성,,,,,,,
